author,category,name,name_id,novelurl,serialnumber,serialstatus
 点芒呆呆,科幻灵异,逆光之源,x.htm,http://www.23us.so/xiaoshuo/22756.html, 37456字, 连载中
 山羊王爷,科幻灵异,阴阳灵田,x.htm,http://www.23us.so/xiaoshuo/21276.html, 429826字, 连载中
 有道江头春色,科幻灵异,天灾净化,x.htm,http://www.23us.so/xiaoshuo/19669.html, 244811字, 连载中
 大龙湖畔,科幻灵异,丧末时代,x.htm,http://www.23us.so/xiaoshuo/19204.html, 268456字, 连载中
 青河雪,科幻灵异,重生成蛇,x.htm,http://www.23us.so/xiaoshuo/20244.html, 540168字, 连载中
 冬雨不霏,科幻灵异,宽城子鬼话,x.htm,http://www.23us.so/xiaoshuo/22117.html, 134124字, 连载中
 动动山,科幻灵异,手握诸天,x.htm,http://www.23us.so/xiaoshuo/20679.html, 742605字, 连载中
 古月居士,科幻灵异,主神大道,x.htm,http://www.23us.so/xiaoshuo/14740.html, 4327162字, 连载中
 漫步的乌龟,科幻灵异,超级读者系统,x.htm,http://www.23us.so/xiaoshuo/20759.html, 1280463字, 连载中
 暴兵对A,科幻小说,随身带着星际争霸,x.htm,http://www.23us.so/xiaoshuo/197.html, 592845字, 连载中
 三更木,科幻灵异,乱山海,x.htm,http://www.23us.so/xiaoshuo/22759.html, 168862字, 连载中
 青菜扮豆腐,科幻灵异,女神契约之书,x.htm,http://www.23us.so/xiaoshuo/21939.html, 239272字, 连载中
 巫九,科幻灵异,阴阳鬼术,x.htm,http://www.23us.so/xiaoshuo/17073.html, 8935463字, 连载中
 雨天包子,科幻灵异,主神世界设计师,x.htm,http://www.23us.so/xiaoshuo/16095.html, 195012字, 连载中
 韩纳,科幻灵异,七零奋斗小女人,x.htm,http://www.23us.so/xiaoshuo/21882.html, 405703字, 连载中
 狂小子唐天,科幻灵异,无限之科技主宰,x.htm,http://www.23us.so/xiaoshuo/15560.html, 2267422字, 连载中
 乔安兰儿,科幻灵异,快穿还是修仙,x.htm,http://www.23us.so/xiaoshuo/21946.html, 49465字, 连载中
 梦逸仙,科幻灵异,欲天游,x.htm,http://www.23us.so/xiaoshuo/15662.html, 719365字, 连载中
 落寒青衣,科幻灵异,末日漂流瓶,x.htm,http://www.23us.so/xiaoshuo/22543.html, 335731字, 连载中
 久猫,科幻灵异,位面之时空之匙,x.htm,http://www.23us.so/xiaoshuo/15685.html, 5685267字, 连载中
 爱与妹控魔王,科幻灵异,单机版主神空间,x.htm,http://www.23us.so/xiaoshuo/17193.html, 616569字, 连载中
 无物,玄幻奇幻,阴影之主,x.htm,http://www.23us.so/xiaoshuo/14872.html, 1218672字, 连载中
 深海孔雀,玄幻奇幻,我有一块领地,x.htm,http://www.23us.so/xiaoshuo/16646.html, 2684字, 连载中
 妖月夜,玄幻魔法,神荒龙帝,x.htm,http://www.23us.so/xiaoshuo/14174.html, 1182648字, 连载中
 王玉锋,玄幻魔法,双魂战,x.htm,http://www.23us.so/xiaoshuo/539.html, 320247字, 连载中
 拾一,玄幻奇幻,九鼎战纪,x.htm,http://www.23us.so/xiaoshuo/16531.html, 6381字, 连载中
 冷灵峰,玄幻奇幻,圣地七界,x.htm,http://www.23us.so/xiaoshuo/16801.html, 68680字, 连载中
 盛夏微暗,玄幻奇幻,绝世皇帝,x.htm,http://www.23us.so/xiaoshuo/15654.html, 7131769字, 连载中
 北海南山,玄幻奇幻,兵主,x.htm,http://www.23us.so/xiaoshuo/18513.html, 328942字, 连载中
 驻守火星,玄幻奇幻,我在异界开公司,x.htm,http://www.23us.so/xiaoshuo/18626.html, 232865字, 连载中
 千山九天,玄幻奇幻,旅法师流浪记,x.htm,http://www.23us.so/xiaoshuo/19035.html, 1602096字, 连载中
 沧蓝一陌,玄幻奇幻,超级炼妖师,x.htm,http://www.23us.so/xiaoshuo/16695.html, 453892字, 连载中
 饮用矿泉水,玄幻奇幻,神级好人卡,x.htm,http://www.23us.so/xiaoshuo/16926.html, 168559字, 连载中
 爱过一只猫,玄幻奇幻,位面神豪论坛,x.htm,http://www.23us.so/xiaoshuo/18302.html, 111640字, 连载中
 李二少爷,玄幻奇幻,燃血上神天,x.htm,http://www.23us.so/xiaoshuo/16796.html, 127517字, 连载中
 磨刀霍霍.CS,玄幻奇幻,超凡配音,x.htm,http://www.23us.so/xiaoshuo/18961.html, 209357字, 连载中
 李榕健,玄幻奇幻,偷换半小时,x.htm,http://www.23us.so/xiaoshuo/16627.html, 170954字, 连载中
 卿忘心,玄幻奇幻,宿命轮回之第九世,x.htm,http://www.23us.so/xiaoshuo/18828.html, 66866字, 连载中
 天之寒暄,玄幻奇幻,绝影之剑,x.htm,http://www.23us.so/xiaoshuo/18576.html, 47004字, 连载中
 追忆夜魄,玄幻魔法,星震九天,x.htm,http://www.23us.so/xiaoshuo/7304.html, 3599字, 连载中
 大家大大,玄幻奇幻,诸天最强服务商,x.htm,http://www.23us.so/xiaoshuo/18263.html, 108171字, 连载中
 红糖人参,玄幻奇幻,一杆烈霜天,x.htm,http://www.23us.so/xiaoshuo/18717.html, 122292字, 连载中
 龙胆枪,玄幻奇幻,独武星河,x.htm,http://www.23us.so/xiaoshuo/17215.html, 96530字, 连载中
 类人型生物,玄幻奇幻,基因工厂,x.htm,http://www.23us.so/xiaoshuo/18721.html, 129526字, 连载中
 失意的it男,玄幻奇幻,神火传说,x.htm,http://www.23us.so/xiaoshuo/18638.html, 63172字, 连载中
 不会哭泣的雨,玄幻奇幻,宝藏收割系统,x.htm,http://www.23us.so/xiaoshuo/16085.html, 308680字, 连载中
 垂天之翼,玄幻奇幻,都市咸鱼王,x.htm,http://www.23us.so/xiaoshuo/16137.html, 1434559字, 连载中
 闲阳水郡,玄幻奇幻,李运在周天,x.htm,http://www.23us.so/xiaoshuo/17926.html, 167446字, 连载中
 逆风的墙,玄幻奇幻,死亡穿行,x.htm,http://www.23us.so/xiaoshuo/18365.html, 35714字, 连载中
 子玉子玉,玄幻奇幻,极恶殿,x.htm,http://www.23us.so/xiaoshuo/18318.html, 131874字, 连载中
 沐梦生,玄幻奇幻,白银之门,x.htm,http://www.23us.so/xiaoshuo/17244.html, 793105字, 连载中
 砚中燃墨,玄幻奇幻,神级咒印师,x.htm,http://www.23us.so/xiaoshuo/18539.html, 26988字, 连载中
 滚开,玄幻奇幻,巫师世界,x.htm,http://www.23us.so/xiaoshuo/17929.html, 5002548字, 完本
 南宫南庄,玄幻魔法,异世修行之旅,x.htm,http://www.23us.so/xiaoshuo/7979.html, 294929字, 连载中
 天妖如神,玄幻奇幻,追求超脱的旅途,x.htm,http://www.23us.so/xiaoshuo/16776.html, 1044342字, 连载中
 秋水海棠,玄幻奇幻,帝景决,x.htm,http://www.23us.so/xiaoshuo/16954.html, 56254字, 连载中
 黄瓜领主,玄幻奇幻,死亡杀手猎兽团,x.htm,http://www.23us.so/xiaoshuo/17943.html, 38058字, 连载中
 峥二十三,玄幻奇幻,向天横,x.htm,http://www.23us.so/xiaoshuo/17002.html, 178312字, 连载中
 枉然生白骨,玄幻奇幻,风起鱼龙舞,x.htm,http://www.23us.so/xiaoshuo/15727.html, 140824字, 连载中
 冷贝贝,玄幻奇幻,奥丁海,x.htm,http://www.23us.so/xiaoshuo/17765.html, 239308字, 连载中
 雨中忆醉,玄幻奇幻,花都特战狼王,x.htm,http://www.23us.so/xiaoshuo/15554.html, 4894322字, 连载中
 唐家三少,玄幻奇幻,神印王座,x.htm,http://www.23us.so/xiaoshuo/17845.html, 5915862字, 连载中
 古子凤凰,玄幻奇幻,美容小诊所,x.htm,http://www.23us.so/xiaoshuo/17825.html, 594887字, 连载中
 雨雪紫冰辰,玄幻奇幻,日月参天,x.htm,http://www.23us.so/xiaoshuo/17877.html, 128262字, 连载中
 海月清,玄幻奇幻,空乏无味,x.htm,http://www.23us.so/xiaoshuo/16945.html, 40456字, 连载中
 条顿君王,玄幻魔法,龙魄原型体,x.htm,http://www.23us.so/xiaoshuo/9909.html, 548405字, 连载中
 挑灯看美人,玄幻奇幻,超地球进化,x.htm,http://www.23us.so/xiaoshuo/17803.html, 134472字, 连载中
 黑岩深渊巨虫,恐怖灵异,阴阳手,x.htm,http://www.23us.so/xiaoshuo/7382.html, 0字, 连载中
 酷匠网一中人才,恐怖灵异,乡间异闻录,x.htm,http://www.23us.so/xiaoshuo/8454.html, 0字, 连载中
 鬼家公子,恐怖灵异,零点尖叫声,x.htm,http://www.23us.so/xiaoshuo/8735.html, 0字, 连载中
 黑岩属羊好,恐怖灵异,我家对门有点怪,x.htm,http://www.23us.so/xiaoshuo/5394.html, 0字, 连载中
 黑岩王大锤子,恐怖灵异,人间蒸发,x.htm,http://www.23us.so/xiaoshuo/6334.html, 0字, 连载中
 黑岩过江卿,恐怖灵异,阴魂贴吧,x.htm,http://www.23us.so/xiaoshuo/5761.html, 0字, 连载中
 再战系统,恐怖灵异,末世重生之无敌,x.htm,http://www.23us.so/xiaoshuo/7813.html, 0字, 连载中
 失落Hell,网游竞技,名人堂小前锋,x.htm,http://www.23us.so/xiaoshuo/14519.html, 179472字, 连载中
 超级麦克风,网游竞技,篮坛大流氓,x.htm,http://www.23us.so/xiaoshuo/19949.html, 72381字, 连载中
 青涩苍穹,网游竞技,游戏降临异世界,x.htm,http://www.23us.so/xiaoshuo/18763.html, 65360字, 连载中
 水亦流.QD,网游竞技,灌篮之执掌湘北,x.htm,http://www.23us.so/xiaoshuo/16922.html, 830196字, 连载中
 彼女猫,网游竞技,二次元对心,x.htm,http://www.23us.so/xiaoshuo/19755.html, 365495字, 连载中
 亡者的影子,网游竞技,异世界的纳克萨玛斯,x.htm,http://www.23us.so/xiaoshuo/20183.html, 159408字, 连载中
 润德先生,网游竞技,地君,x.htm,http://www.23us.so/xiaoshuo/15599.html, 621790字, 连载中
 诗梦入梦,网游竞技,从零开始的抽奖系统,x.htm,http://www.23us.so/xiaoshuo/22763.html, 541913字, 连载中
 程剑心,网游竞技,远东王庭,x.htm,http://www.23us.so/xiaoshuo/15416.html, 4889576字, 连载中
 我是路口,网游竞技,绿茵称王,x.htm,http://www.23us.so/xiaoshuo/17936.html, 4890012字, 连载中
 历史的尘,网游竞技,大剑之最强辅助,x.htm,http://www.23us.so/xiaoshuo/20197.html, 89365字, 连载中
 鲤运,网游竞技,轮回在起点,x.htm,http://www.23us.so/xiaoshuo/19964.html, 241617字, 连载中
 万山红尽,网游竞技,盘龙之诸天问道,x.htm,http://www.23us.so/xiaoshuo/22530.html, 269048字, 连载中
 可乐喝喝,网游竞技,都市神奇宝贝系统,x.htm,http://www.23us.so/xiaoshuo/20315.html, 873826字, 连载中
 豆腐大人,网游竞技,我家房客不可能是妖怪,x.htm,http://www.23us.so/xiaoshuo/22657.html, 1019978字, 连载中
 一丝不苟,网游竞技,超级战兵,x.htm,http://www.23us.so/xiaoshuo/918.html, 78207字, 连载中
 雷姆的粉,网游竞技,变身之穿越异世界的吸血真祖,x.htm,http://www.23us.so/xiaoshuo/17881.html, 797294字, 连载中
 不是浮云,网游竞技,我的身体有bug,x.htm,http://www.23us.so/xiaoshuo/15830.html, 156148字, 连载中
 亿爵,网游竞技,海贼牌皇,x.htm,http://www.23us.so/xiaoshuo/19905.html, 86908字, 连载中
 Fenix,网游竞技,炉石之末日降临,x.htm,http://www.23us.so/xiaoshuo/21531.html, 144774字, 连载中
 平白无故,网游竞技,斗破苍穹之再造辉煌,x.htm,http://www.23us.so/xiaoshuo/21268.html, 3273501字, 连载中
 且安闲之,网游竞技,霍格沃兹不靠谱,x.htm,http://www.23us.so/xiaoshuo/21635.html, 26939字, 连载中
 时之音,网游竞技,宇宙战舰少女,x.htm,http://www.23us.so/xiaoshuo/19813.html, 200891字, 连载中
 奏光,网游竞技,开罗游戏系统,x.htm,http://www.23us.so/xiaoshuo/19552.html, 188095字, 连载中
 想静静的顿河,网游竞技,变身在DC世界,x.htm,http://www.23us.so/xiaoshuo/15280.html, 1188680字, 连载中
 八臂书生,网游竞技,重生之逐鹿三国,x.htm,http://www.23us.so/xiaoshuo/20239.html, 300377字, 连载中
 及兰若,网游竞技,二次元之守矢,x.htm,http://www.23us.so/xiaoshuo/18844.html, 590673字, 连载中
 熊熊小琛,网游竞技,空中的人,x.htm,http://www.23us.so/xiaoshuo/22043.html, 340006字, 连载中
 透明的天桥,网游竞技,网游之主脑系统,x.htm,http://www.23us.so/xiaoshuo/20988.html, 238354字, 连载中
 半伤不破,网游竞技,勇敢者的世界,x.htm,http://www.23us.so/xiaoshuo/18452.html, 3495398字, 连载中
 我已经是咸鱼,网游竞技,变身超神萝莉,x.htm,http://www.23us.so/xiaoshuo/17276.html, 643744字, 连载中
 每也,网游竞技,网游之王之荣耀,x.htm,http://www.23us.so/xiaoshuo/22475.html, 199851字, 连载中
 Silwav,网游竞技,关于雅木茶拯救世界这件事,x.htm,http://www.23us.so/xiaoshuo/21406.html, 327526字, 连载中
 倒着长的智齿,网游竞技,王者荣耀之大神攻略,x.htm,http://www.23us.so/xiaoshuo/21648.html, 107916字, 连载中
 滑稽笑容,网游竞技,中二宝可大师梦,x.htm,http://www.23us.so/xiaoshuo/22019.html, 533320字, 连载中
 花开六十三,网游竞技,网游之绝色魂仆,x.htm,http://www.23us.so/xiaoshuo/21803.html, 392742字, 连载中
 淡淡暮光城,网游竞技,崩坏世界之卡斯兰娜的骑士,x.htm,http://www.23us.so/xiaoshuo/21166.html, 1454635字, 连载中
 失忆闹钟,网游竞技,英雄无敌之穷途末路,x.htm,http://www.23us.so/xiaoshuo/11195.html, 366823字, 连载中
 光斑亮纹,网游竞技,火影之忍者修行指南,x.htm,http://www.23us.so/xiaoshuo/20387.html, 813147字, 连载中
 轻语江湖,网游竞技,奶爸的异界餐厅,x.htm,http://www.23us.so/xiaoshuo/20204.html, 71856字, 连载中
 鲲之鱼,网游竞技,异端教条,x.htm,http://www.23us.so/xiaoshuo/21219.html, 502249字, 连载中
 咸鱼不惧突刺,网游竞技,舰娘寻回之旅,x.htm,http://www.23us.so/xiaoshuo/19602.html, 373478字, 连载中
 咕咕大萌德,网游竞技,魔兽世界里的中华武者,x.htm,http://www.23us.so/xiaoshuo/16596.html, 466027字, 连载中
 萝卜不加蜜,网游竞技,少女伏魔录,x.htm,http://www.23us.so/xiaoshuo/19209.html, 352710字, 连载中
 我吃油菜花,网游竞技,无限动漫旅续,x.htm,http://www.23us.so/xiaoshuo/18738.html, 1716352字, 连载中
 望望雪炳,网游竞技,火影之挣扎的命运,x.htm,http://www.23us.so/xiaoshuo/19049.html, 572496字, 连载中
 秋暮青云,网游竞技,普通高中生,x.htm,http://www.23us.so/xiaoshuo/16975.html, 188453字, 连载中
 归咎.,网游竞技,我的修仙QQ,x.htm,http://www.23us.so/xiaoshuo/15073.html, 948433字, 连载中
 从人从言,网游竞技,海贼王之荣耀王者,x.htm,http://www.23us.so/xiaoshuo/22555.html, 327447字, 连载中
 吐槽波叔,网游竞技,1号球王,x.htm,http://www.23us.so/xiaoshuo/17976.html, 298015字, 连载中
 油炸大鸡腿,网游竞技,主神空间：你已被列为黑户,x.htm,http://www.23us.so/xiaoshuo/22722.html, 131082字, 连载中
 夜尽月落,网游竞技,女装吧，提督,x.htm,http://www.23us.so/xiaoshuo/22251.html, 1711579字, 连载中
 夏姬半仙,网游竞技,我的重生女友,x.htm,http://www.23us.so/xiaoshuo/22024.html, 132828字, 连载中
 三眼的哞伽罗,网游竞技,无限从龙骑士开始,x.htm,http://www.23us.so/xiaoshuo/21608.html, 28992字, 连载中
 徒有羡渔情,网游竞技,声优养成大师,x.htm,http://www.23us.so/xiaoshuo/15240.html, 687647字, 连载中
 惊艳一脚,网游竞技,超级全能巨星,x.htm,http://www.23us.so/xiaoshuo/14245.html, 769662字, 连载中
 三剑豪,网游竞技,NBA请回答2007,x.htm,http://www.23us.so/xiaoshuo/19575.html, 225739字, 连载中
 日常颓废,网游竞技,论英灵的自我修养,x.htm,http://www.23us.so/xiaoshuo/22319.html, 280501字, 连载中
 韩水汐潮,网游竞技,天才四分卫,x.htm,http://www.23us.so/xiaoshuo/20031.html, 75565字, 连载中
 柳下西门,网游竞技,这个魔王不从良,x.htm,http://www.23us.so/xiaoshuo/17965.html, 74893字, 连载中
 全控之魂,网游竞技,希灵女装系统,x.htm,http://www.23us.so/xiaoshuo/20393.html, 172557字, 连载中
 夜光下的夜,网游竞技,火影之阴阳眼,x.htm,http://www.23us.so/xiaoshuo/15173.html, 736571字, 连载中
 江川小河,网游竞技,变身成仙,x.htm,http://www.23us.so/xiaoshuo/17374.html, 984117字, 连载中
 渴飞,网游竞技,变身荒野女主播,x.htm,http://www.23us.so/xiaoshuo/18092.html, 75173字, 连载中
 华丽的滑稽,网游竞技,带着系统闯无限,x.htm,http://www.23us.so/xiaoshuo/17590.html, 498229字, 连载中
 口水流满地,网游竞技,从零开始的触手怪,x.htm,http://www.23us.so/xiaoshuo/15230.html, 222049字, 连载中
 黑衣刺客,网游竞技,梦幻西游之黑衣刺客,x.htm,http://www.23us.so/xiaoshuo/14960.html, 1649969字, 连载中
 七耀的爱酱,网游竞技,爱丽丝战记,x.htm,http://www.23us.so/xiaoshuo/17759.html, 2555144字, 连载中
 厨六,网游竞技,这只史莱姆有毒,x.htm,http://www.23us.so/xiaoshuo/17412.html, 433761字, 连载中
 悟三生,网游竞技,网游三国之无双,x.htm,http://www.23us.so/xiaoshuo/18956.html, 2062476字, 连载中
 云雾轻扬,网游竞技,足球：非凡之路,x.htm,http://www.23us.so/xiaoshuo/20917.html, 6234569字, 连载中
 半步深渊,网游竞技,变身国民女神,x.htm,http://www.23us.so/xiaoshuo/15977.html, 602160字, 连载中
 黄天大法,网游竞技,享受治愈在二次元,x.htm,http://www.23us.so/xiaoshuo/22665.html, 536079字, 连载中
 银眼的斩杀者,网游竞技,二次元的浪客,x.htm,http://www.23us.so/xiaoshuo/15446.html, 1339340字, 连载中
 东东是个胆小鬼,网游竞技,天道游戏降临,x.htm,http://www.23us.so/xiaoshuo/18343.html, 154093字, 连载中
 石山巨,网游竞技,拳坛巨龙,x.htm,http://www.23us.so/xiaoshuo/20965.html, 552635字, 连载中
 临又,网游竞技,天命之猎神,x.htm,http://www.23us.so/xiaoshuo/20082.html, 113539字, 连载中
 头发掉了,网游竞技,网游之末日剑仙,x.htm,http://www.23us.so/xiaoshuo/20267.html, 410479字, 连载中
 观棋柯烂,网游竞技,神级游戏大师,x.htm,http://www.23us.so/xiaoshuo/15580.html, 647672字, 连载中
 崛起的呱呱呱,网游竞技,开局一座地下城,x.htm,http://www.23us.so/xiaoshuo/19272.html, 444212字, 连载中
 千杯不念,网游竞技,我的前世大有问题,x.htm,http://www.23us.so/xiaoshuo/21611.html, 388420字, 连载中
 虚空人形,网游竞技,某御坂妹的综漫之旅,x.htm,http://www.23us.so/xiaoshuo/15610.html, 6848020字, 连载中
 异锋,网游竞技,大灭世系统,x.htm,http://www.23us.so/xiaoshuo/18252.html, 387519字, 连载中
 一缕浮华,网游竞技,火影之远途,x.htm,http://www.23us.so/xiaoshuo/18495.html, 330487字, 连载中
 职业偷懒,网游竞技,海贼之逆刃之剑,x.htm,http://www.23us.so/xiaoshuo/22524.html, 52821字, 连载中
 咖啡香味,网游竞技,火影之英雄历练系统,x.htm,http://www.23us.so/xiaoshuo/21538.html, 1687917字, 连载中
 临溪钓叟,网游竞技,宠物小精灵之宠物大师,x.htm,http://www.23us.so/xiaoshuo/20914.html, 598537字, 连载中
 撒尿肉馅牛丸,网游竞技,极限足坛,x.htm,http://www.23us.so/xiaoshuo/22523.html, 145819字, 连载中
 飞熊骑士,网游竞技,钻石王牌之投手归来,x.htm,http://www.23us.so/xiaoshuo/15134.html, 249887字, 连载中
 君海棠,网游竞技,木叶之争权夺丽,x.htm,http://www.23us.so/xiaoshuo/22031.html, 313394字, 连载中
 鹅蛋不会飞,网游竞技,圣骑士盟约,x.htm,http://www.23us.so/xiaoshuo/22124.html, 123501字, 连载中
 碎花2016,网游竞技,神经崩溃系统,x.htm,http://www.23us.so/xiaoshuo/16446.html, 309612字, 连载中
 群兔杀鹰,网游竞技,超高校级的闯入者,x.htm,http://www.23us.so/xiaoshuo/18158.html, 56680字, 连载中
 沫沫大大,网游竞技,子昭传之体坛大佬,x.htm,http://www.23us.so/xiaoshuo/19527.html, 354001字, 连载中
 青衫取醉,网游竞技,全能游戏设计师,x.htm,http://www.23us.so/xiaoshuo/18231.html, 205330字, 连载中
 李四羊,网游竞技,火影之活久见,x.htm,http://www.23us.so/xiaoshuo/16411.html, 371569字, 连载中
 蝎尾狮,网游竞技,女神的节操哪去了,x.htm,http://www.23us.so/xiaoshuo/16696.html, 160352字, 连载中
 蝎尾狮,网游竞技,苍崎青子异界游,x.htm,http://www.23us.so/xiaoshuo/22497.html, 14928字, 连载中
 我是森林木,网游竞技,武者世界大冒险,x.htm,http://www.23us.so/xiaoshuo/21434.html, 2509969字, 连载中
 生灭予夺,网游竞技,动漫大修真,x.htm,http://www.23us.so/xiaoshuo/21208.html, 495182字, 连载中
 猫的熊宝宝,网游竞技,木叶之尸魂界抽奖系统,x.htm,http://www.23us.so/xiaoshuo/22270.html, 516822字, 连载中
 龙少328,网游竞技,高达之王者降临,x.htm,http://www.23us.so/xiaoshuo/22438.html, 477078字, 连载中
 孟斐拉,网游竞技,暗黑大陆之英雄无敌,x.htm,http://www.23us.so/xiaoshuo/17186.html, 413498字, 连载中
 花有重开月,网游竞技,海贼之无限觉醒,x.htm,http://www.23us.so/xiaoshuo/20922.html, 3931009字, 连载中
 英雄路远掌声近,网游竞技,众神棋盘,x.htm,http://www.23us.so/xiaoshuo/19184.html, 868585字, 连载中
 弋周,网游竞技,名人堂之路,x.htm,http://www.23us.so/xiaoshuo/19853.html, 53312字, 连载中
 乱世三布,网游竞技,神雕乱,x.htm,http://www.23us.so/xiaoshuo/21113.html, 1348802字, 连载中
 XX神,网游竞技,超级预言大师,x.htm,http://www.23us.so/xiaoshuo/18770.html, 117347字, 连载中
 云然居士,网游竞技,龙珠：地球觉醒时代,x.htm,http://www.23us.so/xiaoshuo/19177.html, 1071065字, 连载中
 优雅的键盘,网游竞技,动漫世界最强生物,x.htm,http://www.23us.so/xiaoshuo/21304.html, 186291字, 连载中
 虚空小龙虾,网游竞技,萌萌舰娘与神奇的提督,x.htm,http://www.23us.so/xiaoshuo/17951.html, 613275字, 连载中
 静物JW,网游竞技,锋行天下,x.htm,http://www.23us.so/xiaoshuo/14690.html, 2209777字, 连载中
 白龙鱼狐,网游竞技,三国之王牌大领主,x.htm,http://www.23us.so/xiaoshuo/14458.html, 388197字, 连载中
 人玉林风,网游竞技,弗斯奥特曼,x.htm,http://www.23us.so/xiaoshuo/22209.html, 382025字, 连载中
 妖族太一,网游竞技,进击在名侦探柯南,x.htm,http://www.23us.so/xiaoshuo/18707.html, 1026856字, 连载中
 枫晚林,网游竞技,大逃杀王,x.htm,http://www.23us.so/xiaoshuo/19862.html, 40129字, 连载中
 夏牧訸,网游竞技,黄昏编年史,x.htm,http://www.23us.so/xiaoshuo/18184.html, 533972字, 连载中
 蒋万豪,网游竞技,篮坛上帝,x.htm,http://www.23us.so/xiaoshuo/20229.html, 389287字, 连载中
 泛舟填词,网游竞技,大盗贼,x.htm,http://www.23us.so/xiaoshuo/14697.html, 7535434字, 连载中
 Mr木木木啊,网游竞技,锋霸绿茵,x.htm,http://www.23us.so/xiaoshuo/15398.html, 1224086字, 连载中
 王袍,网游竞技,仙子饶命,x.htm,http://www.23us.so/xiaoshuo/21539.html, 46657字, 连载中
 给我上单德玛,网游竞技,网游三国之养成大师,x.htm,http://www.23us.so/xiaoshuo/18997.html, 800977字, 连载中
 是单也是单,网游竞技,我的脑内坑爹选项,x.htm,http://www.23us.so/xiaoshuo/17453.html, 661619字, 连载中
 柳老虎,网游竞技,诸天大恶魔,x.htm,http://www.23us.so/xiaoshuo/20520.html, 580758字, 连载中
 长庆二年,网游竞技,1936国足在柏林奥运,x.htm,http://www.23us.so/xiaoshuo/18969.html, 190904字, 连载中
 懒猫不瘦,网游竞技,三国领主时代,x.htm,http://www.23us.so/xiaoshuo/15342.html, 3763261字, 连载中
 无敌青衣,网游竞技,海贼之最强附身,x.htm,http://www.23us.so/xiaoshuo/14908.html, 2865088字, 连载中
 初心天,网游竞技,携初音救女巫,x.htm,http://www.23us.so/xiaoshuo/21714.html, 19297字, 连载中
 寒素湘,网游竞技,变身骑士小姐,x.htm,http://www.23us.so/xiaoshuo/19448.html, 255612字, 连载中
 愤怒的松鼠,网游竞技,疯骑士的宇宙时代,x.htm,http://www.23us.so/xiaoshuo/14772.html, 1207380字, 连载中
 边隅人,网游竞技,三国之坐断东南,x.htm,http://www.23us.so/xiaoshuo/13926.html, 259515字, 连载中
 灰色断罪,网游竞技,变身土豪少女,x.htm,http://www.23us.so/xiaoshuo/15046.html, 825231字, 连载中
 不要做梦了,网游竞技,春物的恋爱物语,x.htm,http://www.23us.so/xiaoshuo/20345.html, 844089字, 连载中
 沉默在咆哮着,网游竞技,重生之战神布罗利,x.htm,http://www.23us.so/xiaoshuo/20324.html, 323069字, 连载中
 南瓜火车,网游竞技,狂怒骑士,x.htm,http://www.23us.so/xiaoshuo/18449.html, 149438字, 连载中
 龙抒,网游竞技,荣耀王者心,x.htm,http://www.23us.so/xiaoshuo/19643.html, 160812字, 连载中
 黑暗阿木,网游竞技,绝地求生之直播系统,x.htm,http://www.23us.so/xiaoshuo/20616.html, 801023字, 连载中
 白晓文,网游竞技,火影之獠,x.htm,http://www.23us.so/xiaoshuo/18304.html, 492190字, 连载中
 藏天机,网游竞技,文娱女神,x.htm,http://www.23us.so/xiaoshuo/21623.html, 1371654字, 连载中
 重新飞起来,网游竞技,无限之动漫电影小队,x.htm,http://www.23us.so/xiaoshuo/19275.html, 551396字, 连载中
 紫蓝色的猪,网游竞技,美食猎人,x.htm,http://www.23us.so/xiaoshuo/14672.html, 1749920字, 连载中
 水墨清流,网游竞技,精灵纪元：黑暗缝隙,x.htm,http://www.23us.so/xiaoshuo/21602.html, 609994字, 连载中
 游戏姬,网游竞技,变身游戏姬,x.htm,http://www.23us.so/xiaoshuo/16861.html, 281944字, 连载中
 阿夏和十一号,网游竞技,遗忘国度之德鲁伊,x.htm,http://www.23us.so/xiaoshuo/19497.html, 280880字, 连载中
 板烧鸡腿堡,网游竞技,这个狼人不太冷,x.htm,http://www.23us.so/xiaoshuo/19160.html, 520983字, 连载中
 不想当观众,网游竞技,网游之佣兵世界,x.htm,http://www.23us.so/xiaoshuo/19206.html, 2418536字, 连载中
 弗洛伯伯,网游竞技,哈利波特之罪恶之书,x.htm,http://www.23us.so/xiaoshuo/16447.html, 782067字, 连载中
 拉姆雷克撒,网游竞技,穿越费伦游记,x.htm,http://www.23us.so/xiaoshuo/17356.html, 1931437字, 连载中
 骗人的羚羊,网游竞技,超能路人甲,x.htm,http://www.23us.so/xiaoshuo/22711.html, 66849字, 连载中
 西斯凯都,网游竞技,话痨球王,x.htm,http://www.23us.so/xiaoshuo/20558.html, 52973字, 连载中
 表世界,网游竞技,大法师异闻录,x.htm,http://www.23us.so/xiaoshuo/22145.html, 319017字, 连载中
 雨夜静心,网游竞技,重生在原始虫族,x.htm,http://www.23us.so/xiaoshuo/21559.html, 80285字, 连载中
 吐槽是福,网游竞技,帝国之全面战争,x.htm,http://www.23us.so/xiaoshuo/21444.html, 53321字, 连载中
 榴莲只吃皮,网游竞技,在霍格沃茨淡定地喝红茶,x.htm,http://www.23us.so/xiaoshuo/19506.html, 181615字, 连载中
 一年又一,网游竞技,综漫乱同人,x.htm,http://www.23us.so/xiaoshuo/20822.html, 2159335字, 连载中
 时停梦前,网游竞技,猴子的世界你不懂,x.htm,http://www.23us.so/xiaoshuo/19108.html, 1730288字, 连载中
